"Contact ID","campaign_id","parent_campaign_id","Campaign LaunchTime","Email Opened Time","country","state","Email Opened"
110374,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:03:00",NULL,NULL,"1"
72073,8351,8350,"2020-03-24 11:00:00","2020-03-31 07:38:00",NULL,NULL,"1"
109336,9556,8955,"2020-06-17 07:00:00","2020-07-01 16:06:00",NULL,NULL,"1"
149466,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:01:00","United States","Virginia","1"
59915,8351,8350,"2020-03-24 11:00:00","2020-04-07 11:33:00",NULL,NULL,"1"
110209,9556,8955,"2020-06-17 07:00:00","2020-06-24 13:02:00",NULL,NULL,"1"
60040,8351,8350,"2020-03-24 11:00:00","2020-04-21 16:27:00",NULL,NULL,"1"
71874,8351,8350,"2020-03-24 11:00:00","2020-04-21 14:03:00",NULL,NULL,"1"
110134,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:04:00",NULL,NULL,"1"
152154,9556,8955,"2020-06-17 07:00:00","2020-07-01 11:21:00",NULL,NULL,"1"
72542,8351,8350,"2020-03-24 11:00:00","2020-04-07 13:01:00",NULL,NULL,"1"
72005,9073,8958,"2020-06-03 07:00:00","2020-06-03 08:02:00",NULL,NULL,"1"
72321,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:12:00",NULL,NULL,"1"
151964,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:05:00",NULL,NULL,"1"
150622,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:13:00","United Kingdom","England","1"
60028,8351,8350,"2020-03-24 11:00:00","2020-04-14 10:49:00",NULL,NULL,"1"
151227,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:12:00","United Kingdom","England","1"
111862,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:01:00",NULL,NULL,"1"
151990,9556,8955,"2020-06-17 07:00:00","2020-06-24 06:36:00",NULL,NULL,"1"
71832,9072,8956,"2020-05-21 07:00:00","2020-05-24 13:34:00",NULL,NULL,"1"
151343,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:02:00",NULL,NULL,"1"
109979,9556,8955,"2020-06-17 07:00:00","2020-06-24 12:15:00",NULL,NULL,"1"
